t_seconds,0x0000,0x0001,0x0002,0x0003,0x0004,0x0005,0x0006,0x0007,0x0008,0x0009,0x000A,0x000B,0x000C,0x000D,0x000E,0x000F,0x0010,0x0011,0x0012,0x0013,0x0014,0x0015,0x0016,0x0017,0x0018,0x0019,0x001A,0x001B,0x001C,0x001D,0x001E,0x001F,0x0020,0x0021,0x0022,0x0023,0x0024,0x0025,0x0026,0x0027,0x0028,0x0029,0x002A,0x002B,0x002C,0x002D,0x002E,0x002F,0x0030,0x0031,0x0032,0x0033,0x0034,0x0035,0x0036,0x0037,0x0038,0x0039,0x003A,0x003B,0x003C,0x003D,0x003E,0x003F,0x0040,0x0041,0x0042,0x0043,0x0044,0x0045,0x0046,0x0047,0x0048,0x0049,0x004A,0x004B,0x004C,0x004D,0x004E,0x004F,0x0050,0x0051,0x0052,0x0053,0x0054,0x0055,0x0056,0x0057,0x0058,0x0059,0x005A,0x005B,0x005C,0x005D,0x005E,0x005F,0x0060,0x0061,0x0062,0x0063,0x0064,0x0065,0x0066,0x0067,0x0068,0x0069,0x006A,0x006B,0x006C,0x006D,0x006E,0x006F,0x0070,0x0071,0x0072,0x0073,0x0074,0x0075,0x0076,0x0077,0x0078,0x0079,0x007A,0x007B,0x007C
25.4242,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11301,621,27,40,2034,12,12,14,0,0,0,0,0,0,2354,0,0,0,0,0,0,1445,2966,13,0,13,141,19,482,-19,0,0,0,1310,2834,19,0,20,0,26,319,0,0,0,0,1007,0,993,0,993,0,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.7086,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11301,906,27,40,2034,11,13,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1413,2958,13,0,13,140,19,437,38,0,0,0,1307,3014,19,0,20,0,26,344,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.9961,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11557,191,27,40,2034,11,14,15,0,0,0,0,0,0,2354,0,0,0,0,0,0,1377,2817,13,0,13,137,18,440,48,0,0,0,1312,3207,19,0,20,0,26,380,0,0,0,0,1007,0,993,0,993,0,1000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2824,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11557,476,27,40,2034,12,14,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1418,3146,13,0,13,132,19,493,74,0,0,0,1317,3337,19,0,19,0,26,387,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5686,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11557,761,27,40,2034,12,13,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1459,2991,13,0,13,147,19,483,-88,0,0,0,1348,3170,19,0,19,0,26,362,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8560,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11813,46,27,40,2034,12,13,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1436,2944,13,0,13,141,19,453,-16,0,0,0,1334,3286,19,0,20,0,26,365,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1429,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11813,331,27,40,2034,12,12,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1437,3094,13,0,13,145,19,484,148,0,0,0,1305,2895,19,0,20,0,26,326,0,0,0,0,1006,0,993,0,992,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4274,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11813,616,27,40,2034,13,12,14,0,0,0,0,0,0,2361,0,0,0,0,0,0,1524,3043,13,0,13,148,20,545,-69,0,0,0,1295,2852,19,0,20,0,26,331,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.7108,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11813,901,27,40,2034,14,14,15,0,0,0,0,0,0,2380,0,0,0,0,0,0,1532,3414,13,0,13,152,20,594,-24,0,0,0,1328,2968,19,0,20,0,26,410,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.9961,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12069,186,27,40,2034,13,12,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1482,3028,13,0,13,141,20,511,-60,0,0,0,1297,2979,19,0,20,0,26,323,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.2822,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12069,466,27,40,2034,12,13,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1453,2970,13,0,13,141,19,497,-70,0,0,0,1331,3123,19,0,20,0,26,346,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5659,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12069,751,27,40,2034,11,13,15,0,0,0,0,0,0,2386,0,0,0,0,0,0,1419,2937,13,0,13,141,19,458,-88,0,0,0,1310,2881,19,0,19,0,26,354,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8511,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12325,36,27,40,2034,12,13,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1440,3076,13,0,13,141,19,490,-37,0,0,0,1311,3180,19,0,19,0,26,354,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.1348,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12325,321,27,40,2034,12,13,14,0,0,0,0,0,0,2380,0,0,0,0,0,0,1495,2937,13,0,13,141,20,519,-74,0,0,0,1322,3492,19,0,20,0,26,374,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4193,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12325,601,27,40,2034,12,13,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1426,2997,13,0,13,143,19,450,0,0,0,0,1297,3334,19,0,19,0,25,371,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.7057,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12325,886,27,40,2034,12,12,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1438,3134,13,0,13,138,19,458,38,0,0,0,1310,3136,19,0,19,0,26,351,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.9895,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12581,171,27,40,2034,12,13,15,0,0,0,0,0,0,2354,0,0,0,0,0,0,1455,3034,13,0,13,137,19,470,45,0,0,0,1311,3201,19,0,19,0,26,340,0,0,0,0,1006,0,993,0,993,0,999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2765,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12581,451,27,40,2034,11,12,14,0,0,0,0,0,0,2342,0,0,0,0,0,0,1395,2981,13,0,13,137,18,430,27,0,0,0,1284,2970,19,0,20,0,25,320,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5636,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12581,741,27,40,2034,12,12,13,0,0,0,0,0,0,2392,0,0,0,0,0,0,1464,3078,13,0,13,138,19,502,7,0,0,0,1308,2789,19,0,20,0,26,318,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.8481,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12837,26,27,40,2034,12,13,15,0,0,0,0,0,0,2335,0,0,0,0,0,0,1424,2886,13,0,13,149,19,481,22,0,0,0,1364,2936,19,0,19,0,27,371,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1353,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12837,311,27,40,2034,12,12,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1429,2877,13,0,13,141,19,450,0,0,0,0,1328,2966,19,0,20,0,26,334,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4224,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12837,596,27,40,2034,11,13,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1407,2922,13,0,13,141,19,432,20,0,0,0,1342,3006,19,0,20,0,26,349,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7087,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,12837,881,27,40,2034,12,12,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1456,3010,13,0,13,142,19,475,-85,0,0,0,1307,3004,19,0,20,0,26,325,0,0,0,0,1006,0,993,0,992,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.9968,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13093,166,27,40,2034,11,14,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1411,2983,13,0,13,142,19,453,15,0,0,0,1298,3285,19,0,20,0,26,404,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2838,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13093,451,27,40,2034,12,12,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1462,3068,13,0,13,142,19,484,-25,0,0,0,1301,2910,19,0,20,0,26,326,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5693,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13093,741,27,40,2034,12,12,14,0,0,0,0,0,0,2329,0,0,0,0,0,0,1423,2997,13,0,13,142,19,468,-56,0,0,0,1305,3174,19,0,20,0,26,355,0,0,0,0,1007,0,993,0,993,0,1001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8564,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13349,26,27,40,2034,12,13,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1452,3011,13,0,13,140,19,470,-146,0,0,0,1323,3102,19,0,20,0,26,340,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1401,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13349,311,27,40,2034,13,13,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1468,3168,13,0,13,139,20,549,-10,0,0,0,1297,3162,19,0,20,0,26,367,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4246,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13349,591,27,40,2034,11,12,12,0,0,0,0,0,0,2380,0,0,0,0,0,0,1418,2855,13,0,13,139,19,452,-16,0,0,0,1300,2922,19,0,20,0,26,322,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7091,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13349,876,27,40,2034,13,13,15,0,0,0,0,0,0,2361,0,0,0,0,0,0,1427,3169,13,0,13,142,19,522,71,0,0,0,1332,2934,19,0,20,0,26,352,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9947,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13605,161,27,40,2034,14,12,14,0,0,0,0,0,0,2342,0,0,0,0,0,0,1503,3298,13,0,13,138,20,550,2,0,0,0,1295,2924,19,0,20,0,26,309,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2783,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13605,441,27,40,2034,14,12,20,0,0,0,0,0,0,2373,0,0,0,0,0,0,1485,3049,13,0,13,149,20,550,-46,0,0,0,1347,2931,19,0,19,0,26,355,0,0,0,0,1009,0,993,0,993,0,1002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5627,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13605,726,27,40,2034,13,13,16,0,0,0,0,0,0,2373,0,0,0,0,0,0,1478,3113,13,0,13,146,20,517,-54,0,0,0,1336,3009,19,0,20,0,26,343,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8484,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13861,11,27,40,2034,12,13,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1427,3030,13,0,13,145,19,497,143,0,0,0,1308,2887,19,0,20,0,26,345,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.1328,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13861,296,27,40,2034,11,12,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1411,2893,13,0,13,139,19,436,19,0,0,0,1307,3081,19,0,19,0,26,336,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4167,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13861,576,27,40,2034,11,15,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1414,2899,13,0,13,144,19,446,50,0,0,0,1341,3458,19,0,20,0,26,413,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.7000,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,13861,861,27,40,2033,13,12,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1477,3043,13,0,13,146,20,516,-7,0,0,0,1281,2863,19,0,20,0,25,332,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.9861,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14117,146,27,40,2034,12,13,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1393,2941,13,0,13,144,18,499,72,0,0,0,1304,3182,19,0,20,0,26,347,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.2702,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14117,431,27,40,2034,12,14,16,0,0,0,0,0,0,2354,0,0,0,0,0,0,1427,2916,13,0,13,144,19,466,-47,0,0,0,1359,3075,19,0,20,0,27,371,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5557,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14117,711,27,40,2033,12,11,12,0,0,0,0,0,0,2342,0,0,0,0,0,0,1449,3042,13,0,13,140,19,479,-56,0,0,0,1272,2958,19,0,20,0,25,309,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8424,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14117,996,27,40,2033,12,12,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1409,2940,13,0,13,142,19,462,-3,0,0,0,1308,2986,19,0,20,0,26,326,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.1304,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14373,286,27,40,2033,11,12,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1444,2874,13,0,13,141,19,463,-84,0,0,0,1335,2943,19,0,20,0,26,346,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.4146,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14373,571,27,40,2033,12,12,14,0,0,0,0,0,0,2354,0,0,0,0,0,0,1433,3047,13,0,13,143,19,525,80,0,0,0,1278,2961,19,0,19,0,25,341,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.6984,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14373,851,27,40,2033,12,12,14,0,0,0,0,0,0,2354,0,0,0,0,0,0,1425,3080,13,0,13,140,19,475,10,0,0,0,1290,2981,19,0,20,0,25,309,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.9852,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14629,136,27,40,2033,13,12,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1497,3145,13,0,13,140,20,517,-39,0,0,0,1289,2907,19,0,20,0,25,344,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.2685,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14629,426,27,40,2033,12,12,14,0,0,0,0,0,0,2361,0,0,0,0,0,0,1461,3005,13,0,13,147,19,491,18,0,0,0,1311,2961,19,0,19,0,26,335,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5532,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14629,706,27,40,2033,12,13,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1436,2731,13,0,13,140,19,452,54,0,0,0,1351,3007,19,0,20,0,27,362,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.8368,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14629,991,27,40,2033,12,13,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1440,3032,13,0,13,142,19,496,-21,0,0,0,1337,3047,19,0,20,0,26,354,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.1220,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,14885,271,27,40,2034,12,12,14,0,0,0,0,0,0,2361,0,0,0,0,0,0,1430,3031,13,0,13,139,19,483,15,0,0,0,1320,2892,19,0,20,0,26,329,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
