t_seconds,0x0000,0x0001,0x0002,0x0003,0x0004,0x0005,0x0006,0x0007,0x0008,0x0009,0x000A,0x000B,0x000C,0x000D,0x000E,0x000F,0x0010,0x0011,0x0012,0x0013,0x0014,0x0015,0x0016,0x0017,0x0018,0x0019,0x001A,0x001B,0x001C,0x001D,0x001E,0x001F,0x0020,0x0021,0x0022,0x0023,0x0024,0x0025,0x0026,0x0027,0x0028,0x0029,0x002A,0x002B,0x002C,0x002D,0x002E,0x002F,0x0030,0x0031,0x0032,0x0033,0x0034,0x0035,0x0036,0x0037,0x0038,0x0039,0x003A,0x003B,0x003C,0x003D,0x003E,0x003F,0x0040,0x0041,0x0042,0x0043,0x0044,0x0045,0x0046,0x0047,0x0048,0x0049,0x004A,0x004B,0x004C,0x004D,0x004E,0x004F,0x0050,0x0051,0x0052,0x0053,0x0054,0x0055,0x0056,0x0057,0x0058,0x0059,0x005A,0x005B,0x005C,0x005D,0x005E,0x005F,0x0060,0x0061,0x0062,0x0063,0x0064,0x0065,0x0066,0x0067,0x0068,0x0069,0x006A,0x006B,0x006C,0x006D,0x006E,0x006F,0x0070,0x0071,0x0072,0x0073,0x0074,0x0075,0x0076,0x0077,0x0078,0x0079,0x007A,0x007B,0x007C
11.4305,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,7717,666,27,41,2034,12,12,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1421,3083,13,0,13,140,19,442,49,0,0,0,1281,2935,20,0,20,0,26,320,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.7134,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,7717,956,27,41,2034,13,14,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1498,2986,13,0,13,143,20,525,-6,0,0,0,1327,3243,20,0,20,0,26,364,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.0002,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,7973,236,27,41,2034,12,13,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1425,2900,13,0,13,142,19,467,-33,0,0,0,1317,3008,20,0,20,0,26,331,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2831,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,7973,521,27,41,2034,12,12,12,0,0,0,0,0,0,2373,0,0,0,0,0,0,1470,2887,13,0,13,144,20,488,-120,0,0,0,1288,3004,20,0,20,0,26,328,0,0,0,0,1005,0,993,0,993,0,998,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5699,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,7973,806,27,41,2034,12,12,12,0,0,0,0,0,0,2354,0,0,0,0,0,0,1428,2800,13,0,13,145,19,448,-36,0,0,0,1298,3091,20,0,20,0,26,320,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.8568,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8229,91,27,41,2034,12,13,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1444,2903,13,0,13,138,19,459,-77,0,0,0,1306,3027,20,0,20,0,26,359,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.1438,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8229,371,27,41,2034,11,13,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1395,2848,13,0,13,138,19,432,74,0,0,0,1295,3142,20,0,20,0,26,358,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.4307,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8229,661,27,41,2034,12,12,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1416,2964,13,0,13,143,19,462,-75,0,0,0,1288,2902,20,0,20,0,26,335,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.7175,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8229,946,27,41,2034,12,12,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1409,3198,13,0,13,143,19,515,134,0,0,0,1293,2859,20,0,20,0,26,318,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0044,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8485,231,27,41,2034,12,13,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1428,2863,13,0,13,143,19,482,3,0,0,0,1306,3283,20,0,20,0,26,360,0,0,0,0,1005,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.2912,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8485,516,27,41,2034,11,13,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1418,2806,13,0,13,143,19,451,-9,0,0,0,1327,3256,20,0,20,0,27,346,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5779,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8485,806,27,41,2034,11,14,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1396,2752,13,0,13,140,19,417,-14,0,0,0,1341,3222,20,0,20,0,27,353,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8613,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8741,91,27,41,2034,12,12,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1429,2979,13,0,13,140,19,454,-6,0,0,0,1264,2936,20,0,20,0,25,319,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.1481,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8741,371,27,41,2034,12,13,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1437,3119,13,0,13,139,19,467,20,0,0,0,1277,3103,20,0,20,0,26,344,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4330,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8741,656,27,41,2034,11,14,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1420,2886,13,0,13,138,19,436,29,0,0,0,1326,2978,20,0,20,0,27,350,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7195,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8741,941,27,41,2034,14,15,18,0,0,0,0,0,0,2361,0,0,0,0,0,0,1496,2964,13,0,13,151,20,543,-97,0,0,0,1352,3272,20,0,20,0,27,382,0,0,0,0,1009,0,993,0,993,0,1002,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0051,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8997,231,27,41,2034,14,15,23,0,0,0,0,0,0,2367,0,0,0,0,0,0,1474,3118,13,0,13,160,20,561,-19,0,0,0,1377,2802,20,0,20,0,27,406,0,0,0,0,1012,0,993,0,993,0,1005,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.2910,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8997,516,27,41,2034,12,14,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1433,3038,13,0,13,143,19,495,-15,0,0,0,1343,3211,20,0,19,0,26,383,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5784,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,8997,801,27,41,2034,13,14,14,0,0,0,0,0,0,2342,0,0,0,0,0,0,1485,3045,13,0,13,148,20,517,47,0,0,0,1348,2987,20,0,19,0,26,376,0,0,0,0,1007,0,993,0,992,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.8641,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9253,86,27,41,2034,13,14,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1503,3087,13,0,13,146,20,523,-20,0,0,0,1333,2839,20,0,20,0,26,401,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.1507,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9253,371,27,41,2034,12,14,13,0,0,0,0,0,0,2380,0,0,0,0,0,0,1438,3030,13,0,13,147,19,489,19,0,0,0,1297,3092,20,0,20,0,26,384,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.4371,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9253,656,27,41,2034,12,13,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1424,3011,13,0,13,140,19,467,42,0,0,0,1318,3199,20,0,19,0,26,364,0,0,0,0,1006,0,993,0,993,0,1000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.7217,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9253,946,27,41,2034,13,12,15,0,0,0,0,0,0,2367,0,0,0,0,0,0,1457,3233,13,0,13,136,19,522,72,0,0,0,1281,2892,20,0,19,0,25,326,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0077,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9509,226,27,41,2034,12,14,13,0,0,0,0,0,0,2386,0,0,0,0,0,0,1432,2998,13,0,13,140,19,470,54,0,0,0,1345,3238,20,0,19,0,26,387,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.2920,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9509,511,27,41,2034,11,12,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1395,2794,13,0,13,136,19,436,-4,0,0,0,1294,3073,20,0,20,0,26,323,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5778,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9509,796,27,41,2034,13,13,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1498,3003,13,0,13,142,20,517,-51,0,0,0,1357,3186,20,0,19,0,27,366,0,0,0,0,1005,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.8624,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9765,81,27,41,2034,13,13,12,0,0,0,0,0,0,2354,0,0,0,0,0,0,1436,3255,13,0,13,138,19,543,112,0,0,0,1303,3013,20,0,20,0,26,367,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1464,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9765,361,27,41,2034,12,13,13,0,0,0,0,0,0,2342,0,0,0,0,0,0,1415,2951,13,0,13,140,19,475,52,0,0,0,1300,3100,20,0,19,0,25,349,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4317,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9765,646,27,41,2034,12,13,14,0,0,0,0,0,0,2373,0,0,0,0,0,0,1475,2923,13,0,13,146,19,497,0,0,0,0,1309,3101,20,0,19,0,25,351,0,0,0,0,1007,0,993,0,992,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.7188,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,9765,931,27,41,2034,12,13,14,0,0,0,0,0,0,2361,0,0,0,0,0,0,1469,2934,13,0,13,144,19,488,10,0,0,0,1292,3242,20,0,19,0,25,382,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0038,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10021,221,27,40,2034,11,14,13,0,0,0,0,0,0,2354,0,0,0,0,0,0,1440,2861,13,0,13,139,19,455,-18,0,0,0,1357,3233,20,0,19,0,26,374,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2886,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10021,501,27,40,2034,12,13,13,0,0,0,0,0,0,2367,0,0,0,0,0,0,1452,3014,13,0,13,140,19,498,-13,0,0,0,1321,3216,19,0,19,0,25,342,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5764,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10021,786,27,40,2034,12,12,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1420,3019,13,0,13,141,19,478,36,0,0,0,1316,3055,19,0,19,0,25,345,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8633,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10277,76,27,40,2034,13,14,13,0,0,0,0,0,0,2361,0,0,0,0,0,0,1468,2909,13,0,13,151,19,504,11,0,0,0,1355,3166,19,0,18,0,25,412,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.1502,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10277,356,27,40,2034,18,15,30,0,0,0,0,0,0,2373,0,0,0,0,0,0,1637,3201,13,0,13,209,22,695,-30,0,0,0,1368,3181,19,0,19,0,26,426,0,0,0,0,1014,0,993,0,993,0,1007,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.4367,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10277,646,27,40,2034,13,14,18,0,0,0,0,0,0,2354,0,0,0,0,0,0,1468,3069,13,0,13,160,20,515,-64,0,0,0,1328,3176,19,0,19,0,26,374,0,0,0,0,1009,0,993,0,993,0,1002,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.7216,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10277,931,27,40,2034,13,13,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1504,3003,13,0,13,147,20,527,-10,0,0,0,1302,3184,19,0,20,0,26,345,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0062,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10533,216,27,40,2034,12,12,16,0,0,0,0,0,0,2354,0,0,0,0,0,0,1439,3079,13,0,13,144,19,468,2,0,0,0,1291,2926,19,0,19,0,25,325,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.2900,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10533,496,27,40,2034,13,13,15,0,0,0,0,0,0,2361,0,0,0,0,0,0,1485,2999,13,0,13,149,20,503,-16,0,0,0,1334,3058,19,0,20,0,27,350,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5734,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10533,781,27,40,2034,12,15,13,0,0,0,0,0,0,2380,0,0,0,0,0,0,1450,2894,13,0,13,146,19,479,28,0,0,0,1383,3169,19,0,19,0,27,399,0,0,0,0,1006,0,993,0,993,0,999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.8613,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10789,66,27,40,2034,12,13,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1458,2970,13,0,13,145,19,510,-101,0,0,0,1333,2956,19,0,20,0,26,374,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.1468,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10789,351,27,40,2034,13,12,13,0,0,0,0,0,0,2373,0,0,0,0,0,0,1530,3341,13,0,13,142,20,561,-56,0,0,0,1282,3009,19,0,19,0,25,324,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4321,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10789,636,27,40,2034,12,12,14,0,0,0,0,0,0,2354,0,0,0,0,0,0,1463,2959,13,0,13,143,19,493,-33,0,0,0,1293,3039,19,0,20,0,26,341,0,0,0,0,1006,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.7163,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,10789,921,27,40,2034,12,14,15,0,0,0,0,0,0,2342,0,0,0,0,0,0,1438,3010,13,0,13,143,19,492,-21,0,0,0,1323,3293,19,0,20,0,26,374,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0006,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11045,206,27,40,2034,12,14,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1401,2946,13,0,13,142,18,463,100,0,0,0,1387,3366,19,0,19,0,27,402,0,0,0,0,1008,0,993,0,993,0,1001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.2867,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11045,486,27,40,2034,12,12,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1436,3085,13,0,13,140,19,478,35,0,0,0,1287,2778,19,0,20,0,25,312,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5711,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11045,771,27,40,2034,12,13,14,0,0,0,0,0,0,2329,0,0,0,0,0,0,1445,3085,13,0,13,141,19,486,-59,0,0,0,1316,2974,19,0,20,0,26,334,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8551,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11301,56,27,40,2034,13,13,12,0,0,0,0,0,0,2354,0,0,0,0,0,0,1455,3034,13,0,13,146,19,498,26,0,0,0,1319,3019,19,0,20,0,26,353,0,0,0,0,1006,0,993,0,993,0,999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.1397,0,0,14371,6,2,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,255,0,7,50,1,0,1,-32490,-30216,794,1049,11301,336,27,40,2034,11,14,14,0,0,0,0,0,0,2367,0,0,0,0,0,0,1410,2904,13,0,13,139,19,427,-97,0,0,0,1345,3048,19,0,20,0,27,357,0,0,0,0,1007,0,993,0,993,0,1000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
